Drug_ID,Protein_ID,KIBA_affinityold,KIBA_affinity,affinity_bin
CHEMBL553,O00238,4.0,11.1,6
CHEMBL554,O00238,4.0,11.1,6
CHEMBL572881,O00238,4.0,11.1,6
CHEMBL574738,O00238,4.0,11.1,6
CHEMBL576982,O00238,4.0,11.1,6
CHEMBL601719,O00238,2.36172783601759,12.738272,7
CHEMBL91829,O00238,4.0,11.1,6
CHEMBL10,O00311,3.10000158280135,11.999998,6
CHEMBL101253,O00311,3.10000158280135,11.999998,6
CHEMBL1082440,O00311,3.10000158280135,11.999998,6
CHEMBL1090356,O00311,3.10000158280135,11.999998,6
CHEMBL1094408,O00311,4.0,11.1,6
CHEMBL115220,O00311,4.0,11.1,6
CHEMBL117697,O00311,3.10000158280135,11.999998,6
CHEMBL1190711,O00311,1.29994290002277,13.800057,8
CHEMBL1230607,O00311,4.0,11.1,6
CHEMBL1241473,O00311,0.800029359244134,14.299971,8
CHEMBL1258913,O00311,3.29446622616159,11.805534,6
CHEMBL1270230,O00311,1.34242268082221,13.757577,7
CHEMBL1375418,O00311,3.40000061697638,11.699999,6
CHEMBL1516890,O00311,3.10000158280135,11.999998,6
CHEMBL1614705,O00311,3.10000158280135,11.999998,6
CHEMBL1624529,O00311,3.10000158280135,11.999998,6
CHEMBL1682346,O00311,1.10002573010786,13.999974,8
CHEMBL1682358,O00311,1.49996186559619,13.600038,7
CHEMBL1682540,O00311,2.60000308662774,12.499997,7
CHEMBL1682552,O00311,2.70000239714225,12.399998,7
CHEMBL1682553,O00311,2.09999123354468,13.000009,7
CHEMBL17370,O00311,3.10000158280135,11.999998,6
CHEMBL1738758,O00311,4.0,11.1,6
CHEMBL183844,O00311,3.10000158280135,11.999998,6
CHEMBL184847,O00311,3.10000158280135,11.999998,6
CHEMBL185569,O00311,3.10000158280135,11.999998,6
CHEMBL1933576,O00311,4.0,11.1,6
CHEMBL1933582,O00311,4.0,11.1,6
CHEMBL196363,O00311,3.10000158280135,11.999998,6
CHEMBL1964290,O00311,0.800029359244134,14.299971,8
CHEMBL1964413,O00311,3.10000158280135,11.999998,6
CHEMBL1964444,O00311,3.10000158280135,11.999998,6
CHEMBL1964644,O00311,3.10000158280135,11.999998,6
CHEMBL1964687,O00311,3.10000158280135,11.999998,6
CHEMBL1964692,O00311,3.10000158280135,11.999998,6
CHEMBL1964777,O00311,3.10000158280135,11.999998,6
CHEMBL1964804,O00311,3.10000158280135,11.999998,6
CHEMBL1965131,O00311,2.80000182781797,12.299998,7
CHEMBL1965423,O00311,3.10000158280135,11.999998,6
CHEMBL1965570,O00311,3.10000158280135,11.999998,6
CHEMBL1965589,O00311,3.10000158280135,11.999998,6
CHEMBL1965631,O00311,2.40000234592796,12.699998,7
CHEMBL1965660,O00311,-0.698970004336019,15.79897,9
CHEMBL1965836,O00311,1.29994290002277,13.800057,8
CHEMBL1965988,O00311,3.10000158280135,11.999998,6
CHEMBL1966040,O00311,1.10002573010786,13.999974,8
CHEMBL1966343,O00311,1.70001106232211,13.399989,7
CHEMBL1966514,O00311,3.10000158280135,11.999998,6
CHEMBL1966628,O00311,0.699837725867246,14.400162,8
CHEMBL1966703,O00311,3.10000158280135,11.999998,6
CHEMBL1966722,O00311,3.10000158280135,11.999998,6
CHEMBL1966808,O00311,1.10002573010786,13.999974,8
CHEMBL1967094,O00311,3.10000158280135,11.999998,6
CHEMBL1967116,O00311,3.10000158280135,11.999998,6
CHEMBL1967302,O00311,3.10000158280135,11.999998,6
CHEMBL1967531,O00311,3.10000158280135,11.999998,6
CHEMBL1967544,O00311,3.10000158280135,11.999998,6
CHEMBL1967560,O00311,3.10000158280135,11.999998,6
CHEMBL1967564,O00311,3.10000158280135,11.999998,6
CHEMBL1967720,O00311,3.10000158280135,11.999998,6
CHEMBL1967878,O00311,3.0,12.1,7
CHEMBL1967887,O00311,2.0,13.1,7
CHEMBL1968127,O00311,3.10000158280135,11.999998,6
CHEMBL1968380,O00311,3.10000158280135,11.999998,6
CHEMBL1968459,O00311,0.800029359244134,14.299971,8
CHEMBL1968705,O00311,3.10000158280135,11.999998,6
CHEMBL1968791,O00311,3.10000158280135,11.999998,6
CHEMBL1968930,O00311,0.0,15.1,8
CHEMBL1969049,O00311,3.10000158280135,11.999998,6
CHEMBL1969126,O00311,3.10000158280135,11.999998,6
CHEMBL1969190,O00311,3.10000158280135,11.999998,6
CHEMBL1969301,O00311,3.10000158280135,11.999998,6
CHEMBL1969502,O00311,3.10000158280135,11.999998,6
CHEMBL1969523,O00311,2.09999123354468,13.000009,7
CHEMBL1969537,O00311,2.90000096515347,12.199999,7
CHEMBL1969735,O00311,3.10000158280135,11.999998,6
CHEMBL1969843,O00311,2.09999123354468,13.000009,7
CHEMBL1969879,O00311,3.10000158280135,11.999998,6
CHEMBL1970104,O00311,3.10000158280135,11.999998,6
CHEMBL1970142,O00311,3.10000158280135,11.999998,6
CHEMBL1970203,O00311,3.10000158280135,11.999998,6
CHEMBL1970217,O00311,3.10000158280135,11.999998,6
CHEMBL1970314,O00311,3.10000158280135,11.999998,6
CHEMBL1970522,O00311,1.89998456254939,13.200015,7
CHEMBL1970709,O00311,3.10000158280135,11.999998,6
CHEMBL1970913,O00311,3.10000158280135,11.999998,6
CHEMBL1971021,O00311,3.10000158280135,11.999998,6
CHEMBL1971029,O00311,2.70000239714225,12.399998,7
CHEMBL1971141,O00311,3.10000158280135,11.999998,6
CHEMBL1971149,O00311,3.10000158280135,11.999998,6
CHEMBL1971186,O00311,3.10000158280135,11.999998,6
CHEMBL1971649,O00311,3.10000158280135,11.999998,6
CHEMBL1971943,O00311,2.30000820255381,12.799992,7
CHEMBL1972142,O00311,3.10000158280135,11.999998,6
CHEMBL1972290,O00311,0.399673721481038,14.700326,8
CHEMBL1972339,O00311,-0.400116927926312,15.500117,9
CHEMBL1972576,O00311,3.10000158280135,11.999998,6
CHEMBL1972584,O00311,3.10000158280135,11.999998,6
CHEMBL1972659,O00311,3.10000158280135,11.999998,6
CHEMBL1972937,O00311,3.10000158280135,11.999998,6
CHEMBL1972988,O00311,2.30000820255381,12.799992,7
CHEMBL1973098,O00311,2.0,13.1,7
CHEMBL1973145,O00311,3.10000158280135,11.999998,6
CHEMBL1973348,O00311,3.10000158280135,11.999998,6
CHEMBL1973483,O00311,3.10000158280135,11.999998,6
CHEMBL1973720,O00311,-0.500312917381596,15.600313,9
CHEMBL1973808,O00311,3.10000158280135,11.999998,6
CHEMBL1973937,O00311,3.10000158280135,11.999998,6
CHEMBL1973961,O00311,2.90000096515347,12.199999,7
CHEMBL1974254,O00311,3.10000158280135,11.999998,6
CHEMBL1974310,O00311,2.90000096515347,12.199999,7
CHEMBL1974328,O00311,1.80002935924413,13.299971,7
CHEMBL1974416,O00311,3.10000158280135,11.999998,6
CHEMBL1974664,O00311,3.10000158280135,11.999998,6
CHEMBL1974702,O00311,3.10000158280135,11.999998,6
CHEMBL1974870,O00311,-0.100179497572904,15.200179,8
CHEMBL1975121,O00311,3.10000158280135,11.999998,6
CHEMBL1975138,O00311,3.10000158280135,11.999998,6
CHEMBL1975233,O00311,3.10000158280135,11.999998,6
CHEMBL1975490,O00311,3.10000158280135,11.999998,6
CHEMBL1975500,O00311,3.10000158280135,11.999998,6
CHEMBL1975534,O00311,3.10000158280135,11.999998,6
CHEMBL1976090,O00311,2.90000096515347,12.199999,7
CHEMBL1976093,O00311,3.10000158280135,11.999998,6
CHEMBL1976134,O00311,3.10000158280135,11.999998,6
CHEMBL1976220,O00311,3.10000158280135,11.999998,6
CHEMBL1976240,O00311,3.10000158280135,11.999998,6
CHEMBL1976420,O00311,2.30000820255381,12.799992,7
CHEMBL1976455,O00311,3.10000158280135,11.999998,6
CHEMBL1976936,O00311,0.0,15.1,8
CHEMBL1977128,O00311,0.100370545117563,14.999629,8
CHEMBL1977148,O00311,3.10000158280135,11.999998,6
CHEMBL1977223,O00311,1.80002935924413,13.299971,7
CHEMBL1977346,O00311,3.10000158280135,11.999998,6
CHEMBL1977681,O00311,3.10000158280135,11.999998,6
CHEMBL1978014,O00311,3.10000158280135,11.999998,6
CHEMBL1978099,O00311,3.10000158280135,11.999998,6
CHEMBL1978200,O00311,3.10000158280135,11.999998,6
CHEMBL1978448,O00311,2.0,13.1,7
CHEMBL1979057,O00311,3.10000158280135,11.999998,6
CHEMBL1979093,O00311,3.10000158280135,11.999998,6
CHEMBL1979252,O00311,3.10000158280135,11.999998,6
CHEMBL1979357,O00311,3.10000158280135,11.999998,6
CHEMBL1979516,O00311,3.10000158280135,11.999998,6
CHEMBL1979577,O00311,3.10000158280135,11.999998,6
CHEMBL1979883,O00311,3.10000158280135,11.999998,6
CHEMBL1979970,O00311,3.10000158280135,11.999998,6
CHEMBL1980144,O00311,3.10000158280135,11.999998,6
CHEMBL1980163,O00311,3.10000158280135,11.999998,6
CHEMBL1980178,O00311,-0.100179497572904,15.200179,8
CHEMBL1980253,O00311,-0.500312917381596,15.600313,9
CHEMBL1980297,O00311,3.10000158280135,11.999998,6
CHEMBL1980435,O00311,-0.100179497572904,15.200179,8
CHEMBL1980540,O00311,3.10000158280135,11.999998,6
CHEMBL1980562,O00311,-0.600326278518962,15.700326,9
CHEMBL1980592,O00311,1.29994290002277,13.800057,8
CHEMBL1980704,O00311,3.10000158280135,11.999998,6
CHEMBL1980896,O00311,3.10000158280135,11.999998,6
CHEMBL1981047,O00311,3.10000158280135,11.999998,6
CHEMBL1981079,O00311,-0.400116927926312,15.500117,9
CHEMBL1981511,O00311,2.09999123354468,13.000009,7
CHEMBL1981720,O00311,3.10000158280135,11.999998,6
CHEMBL1981725,O00311,3.10000158280135,11.999998,6
CHEMBL1981782,O00311,3.10000158280135,11.999998,6
CHEMBL1982271,O00311,-0.500312917381596,15.600313,9
CHEMBL1982383,O00311,3.10000158280135,11.999998,6
CHEMBL1982466,O00311,3.10000158280135,11.999998,6
CHEMBL1982506,O00311,3.10000158280135,11.999998,6
CHEMBL1982563,O00311,3.10000158280135,11.999998,6
CHEMBL1982610,O00311,3.10000158280135,11.999998,6
CHEMBL1982866,O00311,3.10000158280135,11.999998,6
CHEMBL1982874,O00311,3.10000158280135,11.999998,6
CHEMBL1982924,O00311,3.10000158280135,11.999998,6
CHEMBL1982982,O00311,2.2000018654066,12.899998,7
CHEMBL1983111,O00311,2.50000306805169,12.599997,7
CHEMBL1983268,O00311,2.90000096515347,12.199999,7
CHEMBL1983534,O00311,3.10000158280135,11.999998,6
CHEMBL1983589,O00311,0.100370545117563,14.999629,8
CHEMBL1983932,O00311,3.10000158280135,11.999998,6
CHEMBL1983945,O00311,3.0,12.1,7
CHEMBL1983963,O00311,3.10000158280135,11.999998,6
CHEMBL1984038,O00311,3.10000158280135,11.999998,6
CHEMBL1984162,O00311,3.10000158280135,11.999998,6
CHEMBL1984191,O00311,3.10000158280135,11.999998,6
CHEMBL1984363,O00311,3.10000158280135,11.999998,6
CHEMBL1984367,O00311,3.10000158280135,11.999998,6
CHEMBL1984548,O00311,0.699837725867246,14.400162,8
CHEMBL1984586,O00311,3.10000158280135,11.999998,6
CHEMBL1984700,O00311,3.10000158280135,11.999998,6
CHEMBL1985095,O00311,2.09999123354468,13.000009,7
CHEMBL1985153,O00311,1.49996186559619,13.600038,7
CHEMBL1985406,O00311,3.10000158280135,11.999998,6
CHEMBL1985723,O00311,0.800029359244134,14.299971,8
CHEMBL1986139,O00311,3.10000158280135,11.999998,6
CHEMBL1986186,O00311,2.80000182781797,12.299998,7
CHEMBL1986263,O00311,1.40001963506516,13.69998,7
CHEMBL1986499,O00311,0.198657086954423,14.901343,8
CHEMBL1986530,O00311,3.10000158280135,11.999998,6
CHEMBL1986597,O00311,3.10000158280135,11.999998,6
CHEMBL1986781,O00311,3.10000158280135,11.999998,6
CHEMBL1986869,O00311,3.10000158280135,11.999998,6
CHEMBL1986943,O00311,-0.801342913045577,15.901343,9
CHEMBL1987009,O00311,3.10000158280135,11.999998,6
CHEMBL1987034,O00311,1.49996186559619,13.600038,7
CHEMBL1987261,O00311,0.301029995663981,14.79897,8
CHEMBL1987359,O00311,3.10000158280135,11.999998,6
CHEMBL1987448,O00311,0.198657086954423,14.901343,8
CHEMBL1987679,O00311,3.10000158280135,11.999998,6
CHEMBL1987745,O00311,1.29994290002277,13.800057,8
CHEMBL1987793,O00311,2.70000239714225,12.399998,7
CHEMBL1987910,O00311,3.10000158280135,11.999998,6
CHEMBL1987948,O00311,-0.199970640755866,15.299971,8
CHEMBL1988075,O00311,3.10000158280135,11.999998,6
CHEMBL1988163,O00311,1.5999921775841,13.500008,7
CHEMBL1988173,O00311,2.40000234592796,12.699998,7
CHEMBL1988300,O00311,3.10000158280135,11.999998,6
CHEMBL1988387,O00311,3.10000158280135,11.999998,6
CHEMBL1988437,O00311,3.10000158280135,11.999998,6
CHEMBL1988537,O00311,3.10000158280135,11.999998,6
CHEMBL1988594,O00311,3.10000158280135,11.999998,6
CHEMBL1988608,O00311,3.10000158280135,11.999998,6
CHEMBL1988717,O00311,3.10000158280135,11.999998,6
CHEMBL1989805,O00311,2.30000820255381,12.799992,7
CHEMBL1990162,O00311,0.499687082618404,14.600313,8
CHEMBL1990288,O00311,3.10000158280135,11.999998,6
CHEMBL1990482,O00311,2.80000182781797,12.299998,7
CHEMBL1990496,O00311,3.10000158280135,11.999998,6
CHEMBL1990884,O00311,3.10000158280135,11.999998,6
CHEMBL1991138,O00311,3.10000158280135,11.999998,6
CHEMBL1991188,O00311,3.10000158280135,11.999998,6
CHEMBL1991395,O00311,3.10000158280135,11.999998,6
CHEMBL1991410,O00311,0.399673721481038,14.700326,8
CHEMBL1991429,O00311,3.10000158280135,11.999998,6
CHEMBL1991674,O00311,0.0,15.1,8
CHEMBL1991678,O00311,3.10000158280135,11.999998,6
CHEMBL1991800,O00311,3.10000158280135,11.999998,6
CHEMBL1992220,O00311,-0.698970004336019,15.79897,9
CHEMBL1992242,O00311,3.10000158280135,11.999998,6
CHEMBL1992323,O00311,1.89998456254939,13.200015,7
CHEMBL1992342,O00311,3.10000158280135,11.999998,6
CHEMBL1992363,O00311,-0.500312917381596,15.600313,9
CHEMBL1992634,O00311,3.10000158280135,11.999998,6
CHEMBL1992740,O00311,3.10000158280135,11.999998,6
CHEMBL1992937,O00311,3.10000158280135,11.999998,6
CHEMBL1993413,O00311,0.198657086954423,14.901343,8
CHEMBL1993424,O00311,3.10000158280135,11.999998,6
CHEMBL1993584,O00311,3.0,12.1,7
CHEMBL1993661,O00311,0.699837725867246,14.400162,8
CHEMBL1993722,O00311,2.40000234592796,12.699998,7
CHEMBL1993941,O00311,3.10000158280135,11.999998,6
CHEMBL1994040,O00311,3.10000158280135,11.999998,6
CHEMBL1994074,O00311,3.10000158280135,11.999998,6
CHEMBL1994438,O00311,0.699837725867246,14.400162,8
CHEMBL1994526,O00311,3.10000158280135,11.999998,6
CHEMBL1994669,O00311,0.399673721481038,14.700326,8
CHEMBL1995712,O00311,0.301029995663981,14.79897,8
CHEMBL1995740,O00311,3.10000158280135,11.999998,6
CHEMBL1995813,O00311,1.0,14.1,8
CHEMBL1995832,O00311,3.10000158280135,11.999998,6
CHEMBL1996048,O00311,2.90000096515347,12.199999,7
CHEMBL1996500,O00311,3.10000158280135,11.999998,6
CHEMBL1996791,O00311,3.10000158280135,11.999998,6
CHEMBL1996817,O00311,1.5999921775841,13.500008,7
CHEMBL1996831,O00311,2.50000306805169,12.599997,7
CHEMBL1996979,O00311,3.10000158280135,11.999998,6
CHEMBL1996980,O00311,-0.500312917381596,15.600313,9
CHEMBL1997023,O00311,1.5999921775841,13.500008,7
CHEMBL1997129,O00311,2.0,13.1,7
CHEMBL1997340,O00311,3.10000158280135,11.999998,6
CHEMBL1997597,O00311,3.10000158280135,11.999998,6
CHEMBL1997822,O00311,3.10000158280135,11.999998,6
CHEMBL1997846,O00311,0.301029995663981,14.79897,8
CHEMBL1998112,O00311,3.10000158280135,11.999998,6
CHEMBL1998121,O00311,2.70000239714225,12.399998,7
CHEMBL1998159,O00311,1.0,14.1,8
CHEMBL1998193,O00311,3.10000158280135,11.999998,6
CHEMBL1998432,O00311,0.0,15.1,8
CHEMBL1998470,O00311,-0.100179497572904,15.200179,8
CHEMBL1998585,O00311,3.10000158280135,11.999998,6
CHEMBL1998611,O00311,2.50000306805169,12.599997,7
CHEMBL1999112,O00311,3.10000158280135,11.999998,6
CHEMBL1999321,O00311,3.10000158280135,11.999998,6
CHEMBL1999590,O00311,3.10000158280135,11.999998,6
CHEMBL1999714,O00311,3.10000158280135,11.999998,6
CHEMBL1999718,O00311,3.10000158280135,11.999998,6
CHEMBL1999811,O00311,2.90000096515347,12.199999,7
CHEMBL2000071,O00311,2.60000308662774,12.499997,7
CHEMBL2000114,O00311,3.10000158280135,11.999998,6
CHEMBL2000335,O00311,3.10000158280135,11.999998,6
CHEMBL2000354,O00311,1.70001106232211,13.399989,7
CHEMBL2000393,O00311,3.10000158280135,11.999998,6
CHEMBL2000429,O00311,3.10000158280135,11.999998,6
CHEMBL2000801,O00311,3.10000158280135,11.999998,6
CHEMBL2000832,O00311,3.10000158280135,11.999998,6
CHEMBL2000894,O00311,3.10000158280135,11.999998,6
CHEMBL2001239,O00311,3.10000158280135,11.999998,6
CHEMBL2001477,O00311,2.0,13.1,7
CHEMBL2001485,O00311,3.10000158280135,11.999998,6
CHEMBL2001547,O00311,3.10000158280135,11.999998,6
CHEMBL2001751,O00311,2.40000234592796,12.699998,7
CHEMBL2001920,O00311,3.10000158280135,11.999998,6
CHEMBL2001957,O00311,3.10000158280135,11.999998,6
CHEMBL2002446,O00311,3.10000158280135,11.999998,6
CHEMBL2002479,O00311,3.10000158280135,11.999998,6
CHEMBL2002613,O00311,-0.400116927926312,15.500117,9
CHEMBL2002649,O00311,3.10000158280135,11.999998,6
CHEMBL2002992,O00311,3.10000158280135,11.999998,6
CHEMBL2003229,O00311,1.10002573010786,13.999974,8
CHEMBL2003271,O00311,2.50000306805169,12.599997,7
CHEMBL2003286,O00311,2.40000234592796,12.699998,7
CHEMBL2003420,O00311,3.10000158280135,11.999998,6
CHEMBL2003456,O00311,3.10000158280135,11.999998,6
CHEMBL2003482,O00311,3.10000158280135,11.999998,6
CHEMBL2003817,O00311,3.10000158280135,11.999998,6
CHEMBL2004290,O00311,3.10000158280135,11.999998,6
CHEMBL2004311,O00311,3.10000158280135,11.999998,6
CHEMBL2004365,O00311,2.90000096515347,12.199999,7
CHEMBL2004544,O00311,2.50000306805169,12.599997,7
CHEMBL2004631,O00311,1.49996186559619,13.600038,7
CHEMBL2004716,O00311,3.10000158280135,11.999998,6
CHEMBL2004771,O00311,3.10000158280135,11.999998,6
CHEMBL2004872,O00311,3.10000158280135,11.999998,6
CHEMBL2004892,O00311,3.0,12.1,7
CHEMBL2004934,O00311,3.10000158280135,11.999998,6
CHEMBL2005216,O00311,-0.400116927926312,15.500117,9
CHEMBL2005375,O00311,3.10000158280135,11.999998,6
CHEMBL2005475,O00311,3.10000158280135,11.999998,6
CHEMBL2005509,O00311,-0.801342913045577,15.901343,9
CHEMBL2005528,O00311,3.10000158280135,11.999998,6
CHEMBL2005631,O00311,3.10000158280135,11.999998,6
CHEMBL2005718,O00311,0.0,15.1,8
CHEMBL2005828,O00311,3.10000158280135,11.999998,6
CHEMBL2005886,O00311,3.10000158280135,11.999998,6
CHEMBL2005936,O00311,1.10002573010786,13.999974,8
CHEMBL2006156,O00311,2.70000239714225,12.399998,7
CHEMBL2006188,O00311,3.10000158280135,11.999998,6
CHEMBL2006237,O00311,3.10000158280135,11.999998,6
CHEMBL2006263,O00311,2.80000182781797,12.299998,7
CHEMBL2006439,O00311,-0.300162274132754,15.400162,8
CHEMBL2006450,O00311,-0.300162274132754,15.400162,8
CHEMBL2006456,O00311,0.0,15.1,8
CHEMBL2006785,O00311,3.10000158280135,11.999998,6
CHEMBL2007002,O00311,3.10000158280135,11.999998,6
CHEMBL2007044,O00311,3.10000158280135,11.999998,6
CHEMBL2007296,O00311,3.10000158280135,11.999998,6
CHEMBL2007574,O00311,1.0,14.1,8
CHEMBL2007592,O00311,3.10000158280135,11.999998,6
CHEMBL207400,O00311,3.10000158280135,11.999998,6
CHEMBL211378,O00311,3.10000158280135,11.999998,6
CHEMBL213207,O00311,0.899820502427096,14.200179,8
CHEMBL213505,O00311,3.10000158280135,11.999998,6
CHEMBL220057,O00311,3.10000158280135,11.999998,6
CHEMBL220241,O00311,1.89998456254939,13.200015,7
CHEMBL223360,O00311,3.10000158280135,11.999998,6
CHEMBL223367,O00311,3.10000158280135,11.999998,6
CHEMBL223460,O00311,3.10000158280135,11.999998,6
CHEMBL225519,O00311,0.658522122629253,14.441478,8
CHEMBL226403,O00311,3.10000158280135,11.999998,6
CHEMBL226471,O00311,3.10000158280135,11.999998,6
CHEMBL231209,O00311,3.10000158280135,11.999998,6
CHEMBL2333365,O00311,3.54406804435028,11.555932,6
CHEMBL234085,O00311,3.10000158280135,11.999998,6
CHEMBL246970,O00311,3.10000158280135,11.999998,6
CHEMBL248757,O00311,3.10000158280135,11.999998,6
CHEMBL253969,O00311,3.10000158280135,11.999998,6
CHEMBL256835,O00311,3.10000158280135,11.999998,6
CHEMBL260135,O00311,3.10000158280135,11.999998,6
CHEMBL271381,O00311,3.10000158280135,11.999998,6
CHEMBL272453,O00311,3.10000158280135,11.999998,6
CHEMBL274064,O00311,3.10000158280135,11.999998,6
CHEMBL296468,O00311,3.59999981394342,11.5,6
CHEMBL296586,O00311,2.0,13.1,7
CHEMBL316264,O00311,3.10000158280135,11.999998,6
CHEMBL340921,O00311,3.10000158280135,11.999998,6
CHEMBL363648,O00311,3.10000158280135,11.999998,6
CHEMBL371206,O00311,3.10000158280135,11.999998,6
CHEMBL377383,O00311,3.10000158280135,11.999998,6
CHEMBL377408,O00311,3.10000158280135,11.999998,6
CHEMBL378627,O00311,3.10000158280135,11.999998,6
CHEMBL385478,O00311,0.0,15.1,8
CHEMBL394619,O00311,3.10000158280135,11.999998,6
CHEMBL394790,O00311,3.10000158280135,11.999998,6
CHEMBL402548,O00311,4.0,11.1,6
CHEMBL402846,O00311,3.10000158280135,11.999998,6
CHEMBL404367,O00311,3.10000158280135,11.999998,6
CHEMBL412142,O00311,3.10000158280135,11.999998,6
CHEMBL41783,O00311,3.10000158280135,11.999998,6
CHEMBL422897,O00311,3.10000158280135,11.999998,6
CHEMBL424872,O00311,3.10000158280135,11.999998,6
CHEMBL458997,O00311,2.50000306805169,12.599997,7
CHEMBL461876,O00311,2.80000182781797,12.299998,7
CHEMBL468280,O00311,3.10000158280135,11.999998,6
CHEMBL474432,O00311,3.10000158280135,11.999998,6
CHEMBL475251,O00311,0.899820502427096,14.200179,8
CHEMBL481491,O00311,3.10000158280135,11.999998,6
CHEMBL482767,O00311,3.10000158280135,11.999998,6
CHEMBL483158,O00311,3.10000158280135,11.999998,6
CHEMBL484390,O00311,3.10000158280135,11.999998,6
CHEMBL491473,O00311,3.10000158280135,11.999998,6
