Drug_ID,SMILES,PubChem CID
CHEMBL1159463,O=C(OC[C@H]1O[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1O)c1cc(O)c(O)c(O)c1,11968981
CHEMBL1159466,O=C1O[C@H]2[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC[C@H]2O[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]3OC(=O)c2cc(O)c(O)c3c2C2C1=CC(=O)C(O)(O)C2(O)O3,46905122
CHEMBL1159467,O=C1O[C@H]2[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(Oc5c(C(=O)O)cc(O)c(O)c5O)c(O)c4O)C(=O)OC[C@H]2O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]3OC(=O)c2cc(O)c(O)c3c2C2C1=CC(=O)C(O)(O)C2(O)O3,46905123
CHEMBL1159468,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(Oc4c(C(=O)O)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]([C@H]1O)[C@@H]2O)c1cc(O)c(O)c(O)c1,46905124
CHEMBL116070,NC(=O)c1cc2c(Oc3ccc(Br)cc3)cncc2s1,9906347
CHEMBL1163016,CC1(C)CC(NC(=O)c2cccc(-c3cc4nccc(Nc5cccc(O)c5)n4n3)c2)CC(C)(C)N1[O],46179972
CHEMBL1164180,CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)cn2)CC1,46871637
CHEMBL1164265,CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3c(F)ccc(F)c3Cl)CCN4)cn2)CC1,46906669
CHEMBL116963,N=c1ccc(-c2ccccc2)nn1CCCCCCCCCCC(=O)Nc1ccc(-c2ccccc2)nn1,24955953
CHEMBL1172957,NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3nc[nH]c23)cc1,46898022
CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,9931954
CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,10184653
CHEMBL117443,Cc1ccc(=N)n(CCCCCCCCCCC(=O)Nc2ccc(-c3ccccc3)nn2)n1,44343747
CHEMBL117697,COc1cccc(Nc2ncnc3ccccc23)c1,712193
CHEMBL1178727,Nc1nc2c(s1)Cc1ccccc1-2,13187667
CHEMBL118258,CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1,10005638
CHEMBL1190711,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,10200390
CHEMBL119385,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,3038525
CHEMBL120077,COc1cc2c(cc1OC)-c1[nH]nc(Nc3cccc(F)c3)c1C2,9797370
CHEMBL120185,CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,9826083
CHEMBL1202927,CN(C)CC1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1.Cl,11605551
CHEMBL121405,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,44346053
CHEMBL1222044,NC(=O)c1sc2c([N+](=O)[O-])cc(SC(F)(F)F)cc2[n+]1[O-],9548013
CHEMBL1230020,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,24180719
CHEMBL1230122,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,11406590
CHEMBL1230607,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,46191454
CHEMBL1230790,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,24905143
CHEMBL1233654,C[C@H]1CNCCN1S(=O)(=O)c1cccc2cnccc12,449240
CHEMBL1233881,COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,24905153
CHEMBL1233882,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,24905152
CHEMBL1233887,COc1ccc2c(c1)c(-c1cc3nccnc3[nH]1)cn2C,9860448
CHEMBL1234815,Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,24905144
CHEMBL1234833,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@H](O)CO)nc12,25125014
CHEMBL1236107,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,24779724
CHEMBL1236126,CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c1cccc([N+](=O)[O-])c1)n2CCCO,11987888
CHEMBL1240544,C[C@@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,24905324
CHEMBL1240545,CC(C)n1nc(-c2ccc(CC#N)cc2)c2c(N)ncnc21,24905166
CHEMBL1240553,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,24905189
CHEMBL1240554,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,24905296
CHEMBL1240565,Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,24905210
CHEMBL1240566,Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,24905209
CHEMBL1240703,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,52945601
CHEMBL1241241,CC(C)n1nc(-c2ccc(O)cc2)c2c(N)ncnc21,135750268
CHEMBL1241270,Cc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O,24905285
CHEMBL1241271,Cc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,24905290
CHEMBL1241299,Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,24905331
CHEMBL1241300,COc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O,24905286
CHEMBL1241301,COc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,24905291
CHEMBL1241390,CC(C)n1nc(-c2cccnc2)c2c(N)ncnc21,24905170
CHEMBL1241391,CC(C)n1nc(-c2cncnc2)c2c(N)ncnc21,24905171
CHEMBL1241439,CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21,24905158
CHEMBL1241473,COc1cc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(N)=O)n2)cc(OC)c1OC,9891182
CHEMBL1241481,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,24905150
CHEMBL1241482,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2Cc1ocnc1-c1ccccc1,24905308
CHEMBL1241483,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,24905175
CHEMBL1241484,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,24905295
CHEMBL1241485,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1N,24905251
CHEMBL1241486,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO,24905198
CHEMBL1241487,Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,24905281
CHEMBL1241490,CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,24905195
CHEMBL1241491,Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1,24905196
CHEMBL1241492,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,24905165
CHEMBL1241578,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,24905145
CHEMBL1241579,C[C@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,24905322
CHEMBL1241580,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,24905326
CHEMBL1241581,COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N,24905183
CHEMBL1241582,CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21,24905344
CHEMBL1241583,CC(C)n1nc(-c2cccc(CC#N)c2)c2c(N)ncnc21,24905167
CHEMBL1241586,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,24905241
CHEMBL1241587,CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,24905194
CHEMBL1241588,CC(C)n1nc(-c2ccc3c(c2)OCCO3)c2c(N)ncnc21,24905172
CHEMBL1241674,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,135565635
CHEMBL1241675,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,24905148
CHEMBL1241676,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1,24905300
CHEMBL1241677,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCNC1,24905312
CHEMBL1241678,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@H]1CCOC1,24905317
CHEMBL1241679,CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21,24905160
CHEMBL1241680,CC(C)n1nc(-c2ccc(F)c(C#N)c2)c2c(N)ncnc21,24905236
CHEMBL1241681,Nc1ncnc2c1c(-c1ccc3ncccc3c1)nn2C1CCCC1,24905205
CHEMBL1241682,Cc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2n1,24905208
CHEMBL1241683,CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21,24905216
CHEMBL1241684,CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21,24905163
CHEMBL1241767,Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,24905149
CHEMBL1241768,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCOC1,24905318
CHEMBL1241769,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCN1,24905304
CHEMBL1241770,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1,24905305
CHEMBL1241771,CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,24905237
CHEMBL1241772,CC(C)n1nc(-c2ccc(C#N)nc2)c2c(N)ncnc21,24905341
CHEMBL1241773,CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,24905155
CHEMBL1241774,CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21,24905218
CHEMBL1241775,CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,24905225
CHEMBL1241776,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,135947976
CHEMBL1241858,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCNC1,24905299
CHEMBL1241859,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNCC1,24905303
CHEMBL1241860,CC(C)n1nc(-c2ccc(C=O)c(F)c2)c2c(N)ncnc21,24905238
CHEMBL1241861,CC(C)n1nc(-c2cc(F)c(C=O)c(F)c2)c2c(N)ncnc21,24905235
CHEMBL1241862,CC(C)n1nc(-c2ccc(C(N)=O)c(Cl)c2)c2c(N)ncnc21,52942235
CHEMBL1241863,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,24905226
CHEMBL1241864,Nc1ncnc2c1c(-c1ccc3[nH]c(=O)ccc3c1)nn2C1CCCC1,24905227
CHEMBL1241943,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CCC1CCCNC1,52943394
CHEMBL1241944,CC(C)n1nc(-c2ccc(C#N)c(O)c2)c2c(N)ncnc21,24905240
CHEMBL1241945,CC(C)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21,135947972
CHEMBL1241946,CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,52945845
CHEMBL1241947,Cc1cc(-c2nn(C(C)C)c3ncnc(N)c23)sc1C=O,24905157
CHEMBL1241948,CC(C)n1nc(-c2cccc(NS(C)(=O)=O)c2)c2c(N)ncnc21,24905159
CHEMBL1241949,CC(C)n1nc(-c2ccc3nc(N)ccc3c2)c2c(N)ncnc21,24905232
CHEMBL1241950,CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,24905228
CHEMBL1242024,Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,135947973
CHEMBL1242025,Cc1ccc(-c2[nH]nc3ncnc(N)c23)cc1OCc1ccccc1,24905284
CHEMBL1242026,Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,24905287
CHEMBL1242027,COc1cc(F)c(-c2nn(C(C)C)c3ncnc(N)c23)cc1F,24905176
CHEMBL1242028,CC(C)n1nc(-c2cc(F)c(O)cc2F)c2c(N)ncnc21,135947974
CHEMBL1242029,COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,24905169
CHEMBL1242030,CC(C)n1nc(-c2ccc(NS(C)(=O)=O)cc2)c2c(N)ncnc21,24905161
CHEMBL1242031,CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21,24905162
CHEMBL1242032,CC(C)n1nc(-c2ccc(S(N)(=O)=O)cc2)c2c(N)ncnc21,24905338
CHEMBL1242033,CC(C)n1nc(-c2ccc3nccc(NC(=O)OC(C)(C)C)c3c2)c2c(N)ncnc21,24905231
CHEMBL1242034,CC(C)n1nc(-c2ccc3nccc(N)c3c2)c2c(N)ncnc21,24905233
CHEMBL1242109,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,24905289
CHEMBL1242110,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,24905180
CHEMBL1242111,Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,24905181
CHEMBL1242112,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1O,135947978
CHEMBL1242113,CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21,24905293
CHEMBL1242114,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,24905288
CHEMBL1242115,CC(C)n1nc(-c2cccc(C(=O)NC3=NCCS3)c2)c2c(N)ncnc21,24905154
CHEMBL1242117,Cn1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,24905234
CHEMBL1242118,CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,24905229
CHEMBL1242119,Nc1ncnc2c1c(-c1ccc3occc(=O)c3c1)nn2C1CCCC1,24905230
CHEMBL1242198,CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,24905342
CHEMBL1242199,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,24905182
CHEMBL1242200,COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,24905184
CHEMBL1242201,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,24905294
CHEMBL1242202,COc1ccc(-c2nn(C3CCC(C)C3)c3ncnc(N)c23)cc1O,24905316
CHEMBL1242203,COc1ccc(-c2nn(C3CNC3)c3ncnc(N)c23)cc1O,24905313
CHEMBL1242207,CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,24905215
CHEMBL1242208,CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21,24905217
CHEMBL1242209,Cc1ccc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2n1,24905219
CHEMBL1242285,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,24905186
CHEMBL1242286,COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br,24905336
CHEMBL1242287,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCC1,24905332
CHEMBL1242288,COc1ccc(-c2nn([C@@H]3CCNC3)c3ncnc(N)c23)cc1O,24905311
CHEMBL1242289,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,24905197
CHEMBL1242290,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,24905343
CHEMBL1242293,CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,24905202
CHEMBL1242294,CC(C)n1nc(-c2ccc3[nH]ccc3c2)c2c(N)ncnc21,24905188
CHEMBL1242295,Nc1ncnc2c1c(-c1ccc3[nH]ccc3c1)nn2C1CCCC1,24905193
CHEMBL1242373,Cc1cccc(NC(=O)Nc2ccc3c(c2)CCc2sc4ncnc(N)c4c2-3)c1,6540027
CHEMBL1242376,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,24905333
CHEMBL1242377,CC(C)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,24905280
CHEMBL1242378,C[C@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,24905321
CHEMBL1242379,COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC,24905330
CHEMBL1242380,COc1ccc(-c2nn(C[C@H](C)CO)c3ncnc(N)c23)cc1OC,24905335
CHEMBL1242381,COc1ccc(-c2nn(C[C@@H](C)CO)c3ncnc(N)c23)cc1OC,24905334
CHEMBL1242384,CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21,24905221
CHEMBL1242385,Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,24905222
CHEMBL1242386,CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,24905223
CHEMBL1242468,C[C@@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,24905323
CHEMBL1242469,N#CCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,24905328
CHEMBL1242470,N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,24905329
CHEMBL1242471,CCOc1ccc(-c2[nH]nc3ncnc(N)c23)cc1OC,24905292
CHEMBL1242472,CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,24905282
CHEMBL1242475,Nc1ncnc2c1c(-c1ccc3[nH]ncc3c1)nn2C1CCCC1,24905224
CHEMBL1242476,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,24905239
CHEMBL1242477,CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21,24905203
CHEMBL1242566,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1,24905325
CHEMBL1242567,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,24905314
CHEMBL1242568,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCC1,24905302
CHEMBL1242569,C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21,24905297
CHEMBL1242572,Nc1ncnc2c1c(-c1ccc3cn[nH]c3c1)nn2C1CCCC1,24905206
